"","Name","Year","file","Organization_type","Size","Sector","Sec_SASB","Country","Region","OECD","english_non_english"
"7111","Jiangsu Jiangnan Water",2014,"JiangsuJiangnanWater_2014","State-owned company","SME","Water Utilities","Infrastructure","Mainland China","Asia",NA,"non-english"
"7112","Jiangsu Wujiang China Eastern Silk Market",2014,"JiangsuWujiangChinaEasternSilkMarket_2014","Private company","Large","Textiles and Apparel","Consumer Goods","Mainland China","Asia",NA,"non-english"
"7113","Jiangxi Ganyue Expressway",2014,"JiangxiGanyueExpressway_2014","State-owned company","Large","Other","Other","Mainland China","Asia",NA,"non-english"
"7114","Jih Sun Financial Holding",2014,"JihSunFinancialHolding_2014","Private company","Large","Financial Services","Financials","Taiwan","Asia","No","non-english"
"7115","Jinneng Group",2014,"JinnengGroup_2014","State-owned company","Large","Energy","Extractives and Minerals Processing","Mainland China","Asia","No","non-english"
"7116","Jizhong Energy Resources Company",2014,"JizhongEnergyResourcesCompany_2014","State-owned company","Large","Mining","Extractives and Minerals Processing","Mainland China","Asia","No","non-english"
"7117","JK Cements",2014,"JKCements_2014","Subsidiary","MNE","Construction Materials","Extractives and Minerals Processing","India","Asia","No","english"
"7118","JLL",2014,"JLL_2014","Private company","Large","Real Estate","Infrastructure","United Kingdom of Great Britain and Northern Ireland","Europe","No","english"
"7119","Joeone",2014,"Joeone_2014","Private company","SME","Textiles and Apparel","Consumer Goods","Mainland China","Asia",NA,"non-english"
"7120","Johns Manville",2014,"JohnsManville_2014","Private company","Large","Construction Materials","Extractives and Minerals Processing","United States of America","Northern America","No","english"
"7121","Johnson & Johnson",2014,"Johnson&Johnson_2014","Private company","MNE","Healthcare Products","Healthcare","United States of America","Northern America","No","english"
"7122","Johnson & Johnson Czech Republic",2014,"Johnson&JohnsonCzechRepublic_2014","Private company","MNE","Healthcare Products","Healthcare","Czech Republic","Europe",NA,"non-english"
"7123","Joint Stock Company «Production Association «Electrochemical Plant»",2014,"JointStockCompany«ProductionAssociation«ElectrochemicalPlant»_2014","Private company","SME","Energy","Extractives and Minerals Processing","Russian Federation","Europe","No","non-english"
"7124","J-Power",2014,"J-Power_2014","Private company","Large","Energy","Extractives and Minerals Processing","Japan","Asia",NA,"non-english"
"7125","JSC Zarubezhneft",2014,"JSCZarubezhneft_2014","State-owned company","MNE","Energy","Extractives and Minerals Processing","Russian Federation","Europe","No","non-english"
"7126","JSE Johannesburg Stock Exchange South Africa",2014,"JSEJohannesburgStockExchangeSouthAfrica_2014","Public institution","MNE","Financial Services","Financials","South Africa","Africa","No","english"
"7127","JSR Corp.",2014,"JSRCorp._2014","Private company","MNE","Chemicals","Resource Transformation","Japan","Asia","No","non-english"
"7128","Jtekt Corporation",2014,"JtektCorporation_2014","Private company","MNE","Metals Products","Extractives and Minerals Processing","Japan","Asia",NA,"english"
"7129","Jubilant Industries Limited",2014,"JubilantIndustriesLimited_2014","Private company","Large","Chemicals","Resource Transformation","India","Asia","No","english"
"7130","Jubilant Life Sciences Ltd",2014,"JubilantLifeSciencesLtd_2014","Private company","Large","Chemicals","Resource Transformation","India","Asia","No","english"
"7131","Jumbo Cencosud",2014,"JumboCencosud_2014","Subsidiary","Large","Retailers","Consumer Goods","Chile","Latin America & the Caribbean","No","non-english"
"7132","Jyväskylä Energy",2014,"JyväskyläEnergy_2014","State-owned company","Large","Energy","Extractives and Minerals Processing","Finland","Europe","No","english"
"7133","K+S-Gruppe",2014,"K+S-Gruppe_2014","Private company","MNE","Chemicals","Resource Transformation","Germany","Europe","Yes","english"
"7134","Kagome",2014,"Kagome_2014","Private company","MNE","Food and Beverage Products","Food and Beverage","Japan","Asia","No","english"
"7135","Kagome Australia Pty Ltd",2014,"KagomeAustraliaPtyLtd_2014","Private company","SME","Food and Beverage Products","Food and Beverage","Australia","Oceania","No","english"
"7136","Kaiser's Tengelmann GmbH",2014,"Kaiser'sTengelmannGmbH_2014","Private company","Large","Retailers","Consumer Goods","Germany","Europe","No","non-english"
"7137","Kajima",2014,"Kajima_2014","Private company","Large","Construction","Infrastructure","Japan","Asia","No","non-english"
"7138","Kaneka Corporation",2014,"KanekaCorporation_2014","Private company","MNE","Chemicals","Resource Transformation","Japan","Asia","No","english"
"7139","Kansai Electric Power",2014,"KansaiElectricPower_2014","Private company","Large","Energy","Extractives and Minerals Processing","Japan","Asia",NA,"english"
"7140","Karachaganak Petroleum Operating B.V. Kazakhstan Branch",2014,"KarachaganakPetroleumOperatingB.V.KazakhstanBranch_2014","Private company","MNE","Energy","Extractives and Minerals Processing","Kazakhstan","Asia","Yes","english"
"7141","Karoon Gas Australia Ltd.",2014,"KaroonGasAustraliaLtd._2014","Private company","MNE","Energy","Extractives and Minerals Processing","Australia","Oceania",NA,"english"
"7142","Karsten",2014,"Karsten_2014","Private company","Large","Textiles and Apparel","Consumer Goods","Brazil","Latin America & the Caribbean",NA,"non-english"
"7143","Kathmandu",2014,"Kathmandu_2014","Private company","SME","Retailers","Consumer Goods","New Zealand","Oceania","No","english"
"7144","Kawasaki Heavy Industries",2014,"KawasakiHeavyIndustries_2014","Private company","MNE","Construction Materials","Extractives and Minerals Processing","Japan","Asia","No","non-english"
"7145","KB Home",2014,"KBHome_2014","Private company","Large","Construction","Infrastructure","United States of America","Northern America","No","english"
"7146","KBC Group",2014,"KBCGroup_2014","Private company","Large","Financial Services","Financials","Belgium","Europe","No","english"
"7147","Kddi Corp.",2014,"KddiCorp._2014","Private company","Large","Telecommunications","Technology and Communications","Japan","Asia","No","english"
"7148","Keaton Energy",2014,"KeatonEnergy_2014","Private company","Large","Mining","Extractives and Minerals Processing","South Africa","Africa","No","english"
"7149","Keikyu",2014,"Keikyu_2014","Private company","Large","Conglomerates","Conglomerates","Japan","Asia",NA,"non-english"
"7150","Kellogg",2014,"Kellogg_2014","Private company","MNE","Food and Beverage Products","Food and Beverage","United States of America","Northern America","No","english"
"7151","Kenya Commercial Bank",2014,"KenyaCommercialBank_2014","Private company","Large","Financial Services","Financials","Kenya","Africa","No","english"
"7152","Kering",2014,"Kering_2014","Private company","Large","Textiles and Apparel","Consumer Goods","France","Europe","No","english"
"7153","Kerkstoel2000+",2014,"Kerkstoel2000+_2014","Private company","SME","Construction","Infrastructure","Belgium","Europe","No","non-english"
"7154","Kerzerslauf",2014,"Kerzerslauf_2014","Non-profit organization","SME","Tourism/Leisure","Tourism/Leisure","Switzerland","Europe","No","non-english"
"7155","Keurig Green Mountain",2014,"KeurigGreenMountain_2014","Private company","Large","Other","Other","United States of America","Northern America","No","english"
"7156","KFW",2014,"KFW_2014","State-owned company","Large","Financial Services","Financials","Germany","Europe","No","english"
"7157","Kiatnakin Phatra Financial Group",2014,"KiatnakinPhatraFinancialGroup_2014","Private company","Large","Financial Services","Financials","Thailand","Asia",NA,"non-english"
"7158","Kier Group",2014,"KierGroup_2014","Private company","Large","Construction","Infrastructure","United Kingdom of Great Britain and Northern Ireland","Europe","No","english"
"7159","Kimberly-Clark",2014,"Kimberly-Clark_2014","Private company","Large","Household and Personal Products","Consumer Goods","United States of America","Northern America","No","english"
"7160","King Belgium",2014,"KingBelgium_2014","Private company","Large","Commercial Services","Financials","Belgium","Europe","No","non-english"
"7161","King County",2014,"KingCounty_2014","Public institution","SME","Public Agency","Services","United States of America","Northern America","No","english"
"7162","Kingdom Holdings Limited",2014,"KingdomHoldingsLimited_2014","Private company","Large","Textiles and Apparel","Consumer Goods","Hong Kong","Asia","No","non-english"
"7163","Kingfisher",2014,"Kingfisher_2014","Private company","MNE","Retailers","Consumer Goods","United Kingdom of Great Britain and Northern Ireland","Europe","No","english"
"7164","Kinpo",2014,"Kinpo_2014","Private company","MNE","Technology Hardware","Technology and Communications","Taiwan","Asia","No","non-english"
"7165","Kinross Gold Corporation",2014,"KinrossGoldCorporation_2014","Private company","MNE","Mining","Extractives and Minerals Processing","Canada","Northern America","No","english"
"7166","Kirloskar Brothers Limited (KBL)",2014,"KirloskarBrothersLimited(KBL)_2014","Private company","Large","Equipment","Resource Transformation","India","Asia","No","english"
"7167","KiwiRail",2014,"KiwiRail_2014","State-owned company","Large","Railroad","Infrastructure","New Zealand","Oceania",NA,"english"
"7168","KIYO",2014,"KIYO_2014","Non-profit organization","SME","Non-Profit / Services","Non-Profit / Services","Belgium","Europe",NA,"non-english"
"7169","Klabin",2014,"Klabin_2014","Private company","Large","Forest and Paper Products","Renewable Resources & Alternative Energy","Brazil","Latin America & the Caribbean","No","english"
"7170","KLEPIERRE",2014,"KLEPIERRE_2014","Private company","MNE","Real Estate","Infrastructure","France","Europe","No","english"
"7171","klien + team",2014,"klien+team_2014","Private company","SME","Non-Profit / Services","Non-Profit / Services","Austria","Europe","No","non-english"
"7172","Klövern",2014,"Klövern_2014","Private company","Large","Real Estate","Infrastructure","Sweden","Europe",NA,"english"
"7173","KMDA - Koninklijke Maatschappij voor Dierkunde van Antwerpen",2014,"KMDA-KoninklijkeMaatschappijvoorDierkundevanAntwerpen_2014","Non-profit organization","Large","Other","Other","Belgium","Europe","No","non-english"
"7174","Knorr Bremse",2014,"KnorrBremse_2014","Private company","Large","Automotive","Transportation","Germany","Europe",NA,"non-english"
"7175","KOBE STEEL, LTD. (Kobelco)",2014,"KOBESTEEL,LTD.(Kobelco)_2014","Private company","MNE","Metals Products","Extractives and Minerals Processing","Japan","Asia","No","non-english"
"7176","Kokuyo",2014,"Kokuyo_2014","Private company","Large","Other","Other","Japan","Asia",NA,"english"
"7177","KOLEKTOR",2014,"KOLEKTOR_2014","Private company","Large","Financial Services","Financials","Argentina","Latin America & the Caribbean","No","non-english"
"7178","Komatsu",2014,"Komatsu_2014","Private company","MNE","Other","Other","Japan","Asia","No","english"
"7179","Kompania Piwowarska",2014,"KompaniaPiwowarska_2014","Subsidiary","Large","Food and Beverage Products","Food and Beverage","Poland","Europe","No","non-english"
"7180","Konecranes",2014,"Konecranes_2014","Private company","Large","Logistics","Transportation","Finland","Europe","No","english"
"7181","Konica Minolta Group",2014,"KonicaMinoltaGroup_2014","Private company","MNE","Technology Hardware","Technology and Communications","Japan","Asia","No","english"
"7182","Kooperativa Förbundet (KF)",2014,"KooperativaFörbundet(KF)_2014","Cooperative","Large","Food and Beverage Products","Food and Beverage","Sweden","Europe","No","non-english"
"7183","Korea East-West Power Corporation",2014,"KoreaEast-WestPowerCorporation_2014","Private company","Large","Energy","Extractives and Minerals Processing","Korea, Republic of","Asia","No","english"
"7184","Korea Tourism Organization",2014,"KoreaTourismOrganization_2014","State-owned company","Large","Public Agency","Services","Korea, Republic of","Asia","No","non-english"
"7185","Kosmos Energy",2014,"KosmosEnergy_2014","Private company","MNE","Energy","Extractives and Minerals Processing","United States of America","Northern America",NA,"non-english"
"7186","Kotkan Energia",2014,"KotkanEnergia_2014","Private company","Large","Energy","Extractives and Minerals Processing","Finland","Europe","No","non-english"
"7187","KPMG Czech Republic",2014,"KPMGCzechRepublic_2014","Partnership","MNE","Financial Services","Financials","Czech Republic","Europe","No","non-english"
"7188","Krafts Foods RUS",2014,"KraftsFoodsRUS_2014","Subsidiary","Large","Food and Beverage Products","Food and Beverage","Russian Federation","Europe","No","non-english"
