"","Name","Year","file","Organization_type","Size","Sector","Sec_SASB","Country","Region","OECD","english_non_english"
"6914","HAESL (Hong Kong Aero Engines Services Limited)",2014,"HAESL(HongKongAeroEnginesServicesLimited)_2014","Private company","Large","Aviation","Transportation","Hong Kong","Asia","No","english"
"6915","Halfords Group PLC",2014,"HalfordsGroupPLC_2014","Private company","Large","Retailers","Consumer Goods","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"english"
"6916","Halliburton",2014,"Halliburton_2014","Private company","Large","Energy","Extractives and Minerals Processing","United States of America","Northern America","No","english"
"6917","Halloren Schokoladenfabrik AG",2014,"HallorenSchokoladenfabrikAG_2014","Private company","Large","Food and Beverage Products","Food and Beverage","Germany","Europe","No","non-english"
"6918","Halyard Health",2014,"HalyardHealth_2014","Private company","Large","Healthcare Products","Healthcare","United States of America","Northern America","No","english"
"6919","Hammerson",2014,"Hammerson_2014","Private company","Large","Real Estate","Infrastructure","United Kingdom of Great Britain and Northern Ireland","Europe","No","english"
"6920","Hang Seng Bank",2014,"HangSengBank_2014","Private company","Large","Financial Services","Financials","Hong Kong","Asia","No","english"
"6921","Hankook Tire",2014,"HankookTire_2014","Private company","Large","Automotive","Transportation","Korea, Republic of","Asia","No","english"
"6922","Hannstar",2014,"Hannstar_2014","Private company","MNE","Other","Other","Taiwan","Asia","No","english"
"6923","Han's Laser Technology Company",2014,"Han'sLaserTechnologyCompany_2014","State-owned company","Large","Technology Hardware","Technology and Communications","Mainland China","Asia",NA,"non-english"
"6924","Hansel",2014,"Hansel_2014","State-owned company","Large","Other","Other","Finland","Europe","No","english"
"6925","Happinet",2014,"Happinet_2014","Private company","MNE","Toys","Consumer Goods","Japan","Asia",NA,"non-english"
"6926","Hasbro Inc",2014,"HasbroInc_2014","Public institution","MNE","Toys","Consumer Goods","United States of America","Northern America","No","english"
"6927","HCL Technologies",2014,"HCLTechnologies_2014","Private company","Large","Other","Other","India","Asia","No","english"
"6928","Hefei Rongshida Sanyo",2014,"HefeiRongshidaSanyo_2014","Private company","SME","Household and Personal Products","Consumer Goods","Mainland China","Asia",NA,"non-english"
"6929","Heilongjiang Inter China Water Treatment Company",2014,"HeilongjiangInterChinaWaterTreatmentCompany_2014","Subsidiary","SME","Waste Management","Infrastructure","Mainland China","Asia",NA,"non-english"
"6930","Heilongjiang Transport Development",2014,"HeilongjiangTransportDevelopment_2014","State-owned company","SME","Non-Profit / Services","Non-Profit / Services","Mainland China","Asia",NA,"non-english"
"6931","Heineken Czech Republic",2014,"HeinekenCzechRepublic_2014","Private company","MNE","Food and Beverage Products","Food and Beverage","Czech Republic","Europe","No","non-english"
"6932","Heineken Hungaria",2014,"HeinekenHungaria_2014","Subsidiary","MNE","Food and Beverage Products","Food and Beverage","Hungary","Europe","No","non-english"
"6933","Heineken Russia",2014,"HeinekenRussia_2014","Subsidiary","Large","Food and Beverage Products","Food and Beverage","Russian Federation","Europe",NA,"non-english"
"6934","Hellas Gold",2014,"HellasGold_2014","Subsidiary","Large","Mining","Extractives and Minerals Processing","Greece","Europe","No","non-english"
"6935","Hellenic Petroleum",2014,"HellenicPetroleum_2014","Private company","Large","Energy","Extractives and Minerals Processing","Greece","Europe","No","english"
"6936","Hellenic Telecommunications Organization S.A. (OTE)",2014,"HellenicTelecommunicationsOrganizationS.A.(OTE)_2014","Private company","Large","Telecommunications","Technology and Communications","Greece","Europe","No","english"
"6937","Helvetia Schweiz",2014,"HelvetiaSchweiz_2014","Subsidiary","Large","Financial Services","Financials","Switzerland","Europe","No","non-english"
"6938","Helvex",2014,"Helvex_2014","Private company","Large","Consumer Durables","Consumer Goods","Mexico","Latin America & the Caribbean",NA,"non-english"
"6939","Hemofarm",2014,"Hemofarm_2014","Subsidiary","MNE","Healthcare Products","Healthcare","Serbia","Europe","Yes","english"
"6940","Herman Miller",2014,"HermanMiller_2014","Private company","Large","Consumer Durables","Consumer Goods","United States of America","Northern America","No","english"
"6941","Hermès International",2014,"HermèsInternational_2014","Private company","MNE","Textiles and Apparel","Consumer Goods","France","Europe",NA,"english"
"6942","Hertz Sverige",2014,"HertzSverige_2014","Private company","Large","Tourism/Leisure","Tourism/Leisure","Sweden","Europe","No","non-english"
"6943","Hess Corporation",2014,"HessCorporation_2014","Private company","Large","Energy","Extractives and Minerals Processing","United States of America","Northern America","No","english"
"6944","HEXPOL",2014,"HEXPOL_2014","Private company","MNE","Chemicals","Resource Transformation","Sweden","Europe","Yes","english"
"6945","Hill+Knowlton Strategies US",2014,"Hill+KnowltonStrategiesUS_2014","Subsidiary","MNE","Commercial Services","Financials","United States of America","Northern America","No","english"
"6946","Hindustan Aeronautics Limited",2014,"HindustanAeronauticsLimited_2014","State-owned company","Large","Aviation","Transportation","India","Asia","No","english"
"6947","Hindustan Petroleum Corporation Limited",2014,"HindustanPetroleumCorporationLimited_2014","Private company","Large","Conglomerates","Conglomerates","India","Asia","No","english"
"6948","Hines",2014,"Hines_2014","Private company","SME","Real Estate","Infrastructure","United States of America","Northern America","No","english"
"6949","Hirose",2014,"Hirose_2014","Private company","MNE","Equipment","Resource Transformation","Japan","Asia",NA,"english"
"6950","Hitachi",2014,"Hitachi_2014","Private company","MNE","Technology Hardware","Technology and Communications","Japan","Asia","Yes","english"
"6951","Hitachi (China) Ltd",2014,"Hitachi(China)Ltd_2014","Subsidiary","Large","Technology Hardware","Technology and Communications","Mainland China","Asia",NA,"non-english"
"6952","Hitachi Chemical",2014,"HitachiChemical_2014","Private company","Large","Chemicals","Resource Transformation","Japan","Asia",NA,"english"
"6953","Hitachi High-Technologies Corp.",2014,"HitachiHigh-TechnologiesCorp._2014","Private company","MNE","Conglomerates","Conglomerates","Japan","Asia",NA,"english"
"6954","HK Electric Investments",2014,"HKElectricInvestments_2014","Private company","Large","Energy Utilities","Infrastructure","Hong Kong","Asia","No","english"
"6955","HKScan Corporation",2014,"HKScanCorporation_2014","Private company","MNE","Food and Beverage Products","Food and Beverage","Finland","Europe","No","non-english"
"6956","HNB Assurance PLC",2014,"HNBAssurancePLC_2014","Subsidiary","SME","Financial Services","Financials","Sri lanka","Asia","No","english"
"6957","Hochschule für Agrar- und Umweltpädagogik",2014,"HochschulefürAgrar-undUmweltpädagogik_2014","Public institution","SME","Universities","Services","Austria","Europe",NA,"non-english"
"6958","HOCHTIEF Aktiengesellschaft",2014,"HOCHTIEFAktiengesellschaft_2014","Private company","MNE","Construction","Infrastructure","Germany","Europe","No","english"
"6959","Hogan Lovells",2014,"HoganLovells_2014","Partnership","Large","Commercial Services","Financials","United States of America","Northern America","No","english"
"6960","Holdsport",2014,"Holdsport_2014","Private company","Large","Retailers","Consumer Goods","South Africa","Africa","No","english"
"6961","Holle baby food",2014,"Hollebabyfood_2014","Private company","MNE","Food and Beverage Products","Food and Beverage","Switzerland","Europe","No","english"
"6962","Holmen",2014,"Holmen_2014","Private company","Large","Forest and Paper Products","Renewable Resources & Alternative Energy","Sweden","Europe","No","english"
"6963","Hong Kong Aircraft Engineering Company (HAECO)",2014,"HongKongAircraftEngineeringCompany(HAECO)_2014","Private company","Large","Aviation","Transportation","Hong Kong","Asia","No","english"
"6964","Hong Kong Airport Services (HAS)",2014,"HongKongAirportServices(HAS)_2014","Private company","Large","Aviation","Transportation","Hong Kong","Asia","No","english"
"6965","Hong Kong Exchanges and Clearing Limited",2014,"HongKongExchangesandClearingLimited_2014","Private company","Large","Financial Services","Financials","Hong Kong","Asia","No","english"
"6966","Hong Kong Productivity Council",2014,"HongKongProductivityCouncil_2014","Non-profit organization","Large","Non-Profit / Services","Non-Profit / Services","Hong Kong","Asia","No","english"
"6967","Hopewell",2014,"Hopewell_2014","Private company","Large","Conglomerates","Conglomerates","Hong Kong","Asia","No","english"
"6968","Horizon Securities Co., Ltd.",2014,"HorizonSecuritiesCo.,Ltd._2014","Private company","Large","Financial Services","Financials","Taiwan","Asia","No","non-english"
"6969","Hormel Foods",2014,"HormelFoods_2014","Private company","Large","Food and Beverage Products","Food and Beverage","United States of America","Northern America","No","english"
"6970","Hortimex",2014,"Hortimex_2014","Private company","SME","Food and Beverage Products","Food and Beverage","Poland","Europe","No","non-english"
"6971","Hosken Consolidated Investments",2014,"HoskenConsolidatedInvestments_2014","Private company","MNE","Financial Services","Financials","South Africa","Africa","No","english"
"6972","Hospira",2014,"Hospira_2014","Private company","MNE","Chemicals","Resource Transformation","United States of America","Northern America","No","english"
"6973","Hospital Universitario San Vicente de Paul",2014,"HospitalUniversitarioSanVicentedePaul_2014","Private company","Large","Healthcare Services","Healthcare","Colombia","Latin America & the Caribbean","No","non-english"
"6974","HOSPITALES UNIVERSITARIOS VIRGEN MACARENA - VIRGEN DEL ROCIO",2014,"HOSPITALESUNIVERSITARIOSVIRGENMACARENA-VIRGENDELROCIO_2014","Public institution","Large","Healthcare Services","Healthcare","Spain","Europe","No","non-english"
"6975","Hospitality Property Fund",2014,"HospitalityPropertyFund_2014","Private company","Large","Real Estate","Infrastructure","South Africa","Africa","No","english"
"6976","Hotai Motor Co., Ltd.",2014,"HotaiMotorCo.,Ltd._2014","Private company","Large","Automotive","Transportation","Taiwan","Asia","No","non-english"
"6977","Hoteles City Express",2014,"HotelesCityExpress_2014","Private company","Large","Tourism/Leisure","Tourism/Leisure","Mexico","Latin America & the Caribbean","No","non-english"
"6978","House Foods",2014,"HouseFoods_2014","Private company","Large","Food and Beverage Products","Food and Beverage","Japan","Asia","No","non-english"
"6979","HOWOGE",2014,"HOWOGE_2014","State-owned company","Large","Real Estate","Infrastructure","Germany","Europe","No","non-english"
"6980","HP - Hewlett-Packard",2014,"HP-Hewlett-Packard_2014","Private company","MNE","Computers","Technology and Communications","United States of America","Northern America","No","english"
"6981","HSBC Bank Brasil",2014,"HSBCBankBrasil_2014","Subsidiary","Large","Financial Services","Financials","Brazil","Latin America & the Caribbean",NA,"non-english"
"6982","HSL (Helsinki Regional Transport Authority)",2014,"HSL(HelsinkiRegionalTransportAuthority)_2014","Public institution","Large","Public Agency","Services","Finland","Europe","No","english"
"6983","HTC",2014,"HTC_2014","Private company","MNE","Automotive","Transportation","Taiwan","Asia","No","non-english"
"6984","Hu Lane Associate Inc.",2014,"HuLaneAssociateInc._2014","Private company","MNE","Technology Hardware","Technology and Communications","Taiwan","Asia","No","non-english"
"6985","Hua Xia Bank",2014,"HuaXiaBank_2014","State-owned company","Large","Financial Services","Financials","Mainland China","Asia","No","non-english"
"6986","Hua Yan Water",2014,"HuaYanWater_2014","Private company","Large","Water Utilities","Infrastructure","Mainland China","Asia","No","non-english"
"6987","HUAFU TOP DYED MELANGE YARN",2014,"HUAFUTOPDYEDMELANGEYARN_2014","Private company","Large","Textiles and Apparel","Consumer Goods","Mainland China","Asia",NA,"non-english"
"6988","Huaneng Power",2014,"HuanengPower_2014","Subsidiary","Large","Energy","Extractives and Minerals Processing","Mainland China","Asia","No","non-english"
"6989","Hudaco",2014,"Hudaco_2014","Private company","Large","Other","Other","South Africa","Africa","No","english"
"6990","Hudbay",2014,"Hudbay_2014","Private company","MNE","Mining","Extractives and Minerals Processing","Canada","Northern America","Yes","english"
"6991","Hudson's Bay Company",2014,"Hudson'sBayCompany_2014","Private company","Large","Retailers","Consumer Goods","Canada","Northern America","No","english"
"6992","Hugo Boss AG",2014,"HugoBossAG_2014","Private company","Large","Textiles and Apparel","Consumer Goods","Germany","Europe","No","english"
"6993","Hulic",2014,"Hulic_2014","Private company","MNE","Real Estate","Infrastructure","Japan","Asia",NA,"english"
"6994","Humana",2014,"Humana_2014","Private company","Large","Healthcare Services","Healthcare","United States of America","Northern America",NA,"english"
"6995","HUMANA Kleidersammlung GmbH",2014,"HUMANAKleidersammlungGmbH_2014","Private company","SME","Textiles and Apparel","Consumer Goods","Germany","Europe","No","non-english"
"6996","Hungarian Public Prosecutor's Office",2014,"HungarianPublicProsecutor'sOffice_2014","Public institution","SME","Public Agency","Services","Hungary","Europe",NA,"non-english"
"6997","Hungkuang University",2014,"HungkuangUniversity_2014","Non-profit organization","Large","Universities","Services","Taiwan","Asia","No","non-english"
"6998","Husky energy",2014,"Huskyenergy_2014","Private company","MNE","Energy","Extractives and Minerals Processing","Canada","Northern America","No","english"
"6999","Husqvarna AB",2014,"HusqvarnaAB_2014","Private company","MNE","Consumer Durables","Consumer Goods","Sweden","Europe","No","english"
"7000","HVC",2014,"HVC_2014","Private company","Large","Waste Management","Infrastructure","Netherlands","Europe","No","non-english"
"7001","Hyatt International",2014,"HyattInternational_2014","Private company","MNE","Tourism/Leisure","Tourism/Leisure","United States of America","Northern America","No","english"
"7002","HypoVereinsbank (HVB) - UniCredit AG",2014,"HypoVereinsbank(HVB)-UniCreditAG_2014","Private company","Large","Financial Services","Financials","Germany","Europe","No","non-english"
"7003","Hyprop",2014,"Hyprop_2014","Private company","Large","Real Estate","Infrastructure","South Africa","Africa","Yes","english"
"7004","Hysan Development Company",2014,"HysanDevelopmentCompany_2014","Private company","Large","Real Estate","Infrastructure","Hong Kong","Asia",NA,"english"
"7005","Hyundai Engineering & Construction",2014,"HyundaiEngineering&Construction_2014","Private company","Large","Construction","Infrastructure","Korea, Republic of","Asia","No","english"
"7006","Hyundai Motor Company",2014,"HyundaiMotorCompany_2014","Private company","MNE","Automotive","Transportation","Korea, Republic of","Asia","No","english"
"7007","HYY Yhtymä",2014,"HYYYhtymä_2014","Private company","Large","Conglomerates","Conglomerates","Finland","Europe","No","non-english"
"7008","I.C.S. Red Union Fenosa S.A.",2014,"I.C.S.RedUnionFenosaS.A._2014","Private company","Large","Energy Utilities","Infrastructure","Moldova, Republic of","Europe","No","non-english"
"7009","IBERCAJA BANCO, S.A.U",2014,"IBERCAJABANCO,S.A.U_2014","Private company","Large","Financial Services","Financials","Spain","Europe","No","non-english"
"7010","IBERIA AIRLINES OF SPAIN",2014,"IBERIAAIRLINESOFSPAIN_2014","Private company","Large","Aviation","Transportation","Spain","Europe","No","non-english"
"7011","Iberpapel Gestión, S.A.",2014,"IberpapelGestión,S.A._2014","Private company","Large","Forest and Paper Products","Renewable Resources & Alternative Energy","Spain","Europe","Yes","non-english"
"7012","IBGC - Brazilian Institute of Corporate Governance",2014,"IBGC-BrazilianInstituteofCorporateGovernance_2014","Non-profit organization","SME","Non-Profit / Services","Non-Profit / Services","Brazil","Latin America & the Caribbean","No","non-english"
"7013","IBIDEN",2014,"IBIDEN_2014","Private company","MNE","Equipment","Resource Transformation","Japan","Asia","No","english"
"7014","IBM",2014,"IBM_2014","Private company","MNE","Computers","Technology and Communications","United States of America","Northern America","No","english"
"7015","Icade",2014,"Icade_2014","Private company","MNE","Real Estate","Infrastructure","France","Europe",NA,"english"
"7016","ICBC (Industrial and Commercial Bank of China)",2014,"ICBC(IndustrialandCommercialBankofChina)_2014","State-owned company","Large","Financial Services","Financials","Mainland China","Asia","No","non-english"
"7017","ICDAS",2014,"ICDAS_2014","Private company","Large","Metals Products","Extractives and Minerals Processing","Turkey","Asia","No","non-english"
"7018","Idemitsu Kosan",2014,"IdemitsuKosan_2014","Private company","Large","Energy","Extractives and Minerals Processing","Japan","Asia","Yes","english"
"7019","IETT General Directorate",2014,"IETTGeneralDirectorate_2014","Public institution","Large","Logistics","Transportation","Turkey","Asia","No","english"
"7020","IFA Hotels and Resorts",2014,"IFAHotelsandResorts_2014","Private company","Large","Tourism/Leisure","Tourism/Leisure","South Africa","Africa","No","non-english"
"7021","IHARABRAS",2014,"IHARABRAS_2014","Private company","MNE","Chemicals","Resource Transformation","Brazil","Latin America & the Caribbean","No","english"
"7022","IHI",2014,"IHI_2014","Private company","MNE","Energy Utilities","Infrastructure","Japan","Asia",NA,"english"
"7023","Iino Lines",2014,"IinoLines_2014","Private company","Large","Logistics","Transportation","Japan","Asia",NA,"english"
"7024","IKEA",2014,"IKEA_2014","Private company","MNE","Retailers","Consumer Goods","Sweden","Europe","No","english"
"7025","IKEA België",2014,"IKEABelgië_2014","Private company","SME","Household and Personal Products","Consumer Goods","Belgium","Europe",NA,"non-english"
"7026","IKEA Pty. Ltd.",2014,"IKEAPty.Ltd._2014","Private company","MNE","Retailers","Consumer Goods","Australia","Oceania",NA,"english"
"7027","IMA Group",2014,"IMAGroup_2014","Private company","MNE","Other","Other","Italy","Europe",NA,"english"
"7028","Imbalie Beauty",2014,"ImbalieBeauty_2014","Private company","SME","Retailers","Consumer Goods","South Africa","Africa","No","english"
"7029","Imerys",2014,"Imerys_2014","Private company","MNE","Mining","Extractives and Minerals Processing","France","Europe",NA,"english"
"7030","IMI",2014,"IMI_2014","Private company","Large","Metals Products","Extractives and Minerals Processing","United Kingdom of Great Britain and Northern Ireland","Europe","No","english"
"7031","Implenia",2014,"Implenia_2014","Private company","Large","Construction","Infrastructure","Switzerland","Europe","No","english"
"7032","In Win Development",2014,"InWinDevelopment_2014","Private company","MNE","Technology Hardware","Technology and Communications","Taiwan","Asia","No","non-english"
"7033","Incheon Airport IIAC",2014,"IncheonAirportIIAC_2014","State-owned company","Large","Aviation","Transportation","Korea, Republic of","Asia","No","english"
"7034","Incitec Pivot",2014,"IncitecPivot_2014","Private company","Large","Chemicals","Resource Transformation","Australia","Oceania","Yes","english"
"7035","Indah Water Konsortium",2014,"IndahWaterKonsortium_2014","State-owned company","Large","Water Utilities","Infrastructure","Malaysia","Asia","No","english"
"7036","Indeks Icerik Iletisim Danismanlik (Indeks Content and Communication Consultancy)",2014,"IndeksIcerikIletisimDanismanlik(IndeksContentandCommunicationConsultancy)_2014","Private company","SME","Media","Technology and Communications","Turkey","Asia","No","non-english"
"7037","Indesit",2014,"Indesit_2014","Private company","Large","Household and Personal Products","Consumer Goods","Italy","Europe","No","english"
"7038","Indian Oil",2014,"IndianOil_2014","State-owned company","Large","Energy Utilities","Infrastructure","India","Asia","No","english"
"7039","Indika Energy",2014,"IndikaEnergy_2014","Private company","Large","Energy Utilities","Infrastructure","Indonesia","Asia","No","english"
"7040","Indo Tambangraya Megah",2014,"IndoTambangrayaMegah_2014","Private company","Large","Mining","Extractives and Minerals Processing","Indonesia","Asia","No","english"
"7041","Indofood Agri Resources Limited",2014,"IndofoodAgriResourcesLimited_2014","Private company","MNE","Agriculture","Food and Beverage","Singapore","Asia","No","english"
"7042","Indupalma Ltda",2014,"IndupalmaLtda_2014","Private company","Large","Other","Other","Colombia","Latin America & the Caribbean","No","non-english"
"7043","Indus Towers",2014,"IndusTowers_2014","Private company","Large","Telecommunications","Technology and Communications","India","Asia","No","english"
"7044","IndusInd Bank",2014,"IndusIndBank_2014","Private company","Large","Financial Services","Financials","India","Asia","No","english"
"7045","Industria Mexicana de Coca-Cola",2014,"IndustriaMexicanadeCoca-Cola_2014","Private company","Large","Food and Beverage Products","Food and Beverage","Mexico","Latin America & the Caribbean","No","non-english"
"7046","Industrial Bank Co. Ltd",2014,"IndustrialBankCo.Ltd_2014","State-owned company","Large","Financial Services","Financials","Mainland China","Asia","No","non-english"
"7047","Industrias Haceb",2014,"IndustriasHaceb_2014","Private company","SME","Household and Personal Products","Consumer Goods","Colombia","Latin America & the Caribbean","No","non-english"
"7048","InfoChamp Systems Corp.",2014,"InfoChampSystemsCorp._2014","Private company","MNE","Other","Other","Taiwan","Asia","No","non-english"
"7049","Informa",2014,"Informa_2014","Public institution","MNE","Other","Other","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"english"
"7050","INFORMATION WORKS",2014,"INFORMATIONWORKS_2014","Private company","SME","Commercial Services","Financials","Germany","Europe",NA,"non-english"
"7051","Infosys Limited",2014,"InfosysLimited_2014","Private company","MNE","Commercial Services","Financials","India","Asia","No","english"
"7052","Infrasors",2014,"Infrasors_2014","Private company","Large","Mining","Extractives and Minerals Processing","South Africa","Africa",NA,"english"
"7053","ING Direct",2014,"INGDirect_2014","Subsidiary","Large","Financial Services","Financials","Australia","Oceania",NA,"english"
"7054","INGECAL SL",2014,"INGECALSL_2014","Private company","SME","Non-Profit / Services","Non-Profit / Services","Spain","Europe","No","non-english"
"7055","Inner Mongolia Yitai Coal",2014,"InnerMongoliaYitaiCoal_2014","Private company","Large","Energy","Extractives and Minerals Processing","Mainland China","Asia",NA,"non-english"
"7056","Innolux Corporation (INX)",2014,"InnoluxCorporation(INX)_2014","Private company","MNE","Technology Hardware","Technology and Communications","Taiwan","Asia","No","english"
"7057","Inova Health System",2014,"InovaHealthSystem_2014","Non-profit organization","Large","Healthcare Services","Healthcare","United States of America","Northern America","No","english"
"7058","inpEV (Instituto Nacional de Processamento de Embalagens Vazias)",2014,"inpEV(InstitutoNacionaldeProcessamentodeEmbalagensVazias)_2014","Non-profit organization","SME","Agriculture","Food and Beverage","Brazil","Latin America & the Caribbean","No","english"
"7059","Inpex",2014,"Inpex_2014","Private company","MNE","Energy","Extractives and Minerals Processing","Japan","Asia","No","english"
"7060","Institut Català d'Oncologia",2014,"InstitutCatalàd'Oncologia_2014","Public institution","Large","Healthcare Services","Healthcare","Spain","Europe","No","non-english"
"7061","Institut de Formation du Secteur du Bâtiment (IFSB)",2014,"InstitutdeFormationduSecteurduBâtiment(IFSB)_2014","Private company","SME","Construction","Infrastructure","Luxembourg","Europe","No","non-english"
"7062","Instituto de Credito Oficial (ICO)",2014,"InstitutodeCreditoOficial(ICO)_2014","Public institution","Large","Financial Services","Financials","Spain","Europe","No","non-english"
"7063","Instituto Superior de Administracao e Economia (ISAE)",2014,"InstitutoSuperiordeAdministracaoeEconomia(ISAE)_2014","Non-profit organization","SME","Universities","Services","Brazil","Latin America & the Caribbean","No","non-english"
"7064","Integrated DNA Technologies",2014,"IntegratedDNATechnologies_2014","Private company","MNE","Healthcare Products","Healthcare","United States of America","Northern America","No","english"
"7065","Intel Corporation",2014,"IntelCorporation_2014","Private company","MNE","Technology Hardware","Technology and Communications","United States of America","Northern America","No","english"
"7066","Intel Israel",2014,"IntelIsrael_2014","Private company","MNE","Technology Hardware","Technology and Communications","Israel","Asia","No","non-english"
"7067","INTER RAO UES",2014,"INTERRAOUES_2014","Private company","Large","Energy","Extractives and Minerals Processing","Russian Federation","Europe","No","non-english"
"7068","INTERAMERICAN",2014,"INTERAMERICAN_2014","Subsidiary","Large","Other","Other","Greece","Europe","No","non-english"
"7069","Interceramic",2014,"Interceramic_2014","Private company","Large","Conglomerates","Conglomerates","Mexico","Latin America & the Caribbean","No","non-english"
"7070","Intereuropa",2014,"Intereuropa_2014","Private company","MNE","Logistics","Transportation","Slovenia","Europe",NA,"non-english"
"7071","Interlife",2014,"Interlife_2014","Private company","SME","Financial Services","Financials","Greece","Europe","No","non-english"
"7072","International Institute for Environment and Development",2014,"InternationalInstituteforEnvironmentandDevelopment_2014","Non-profit organization","Large","Non-Profit / Services","Non-Profit / Services","United Kingdom of Great Britain and Northern Ireland","Europe","No","english"
"7073","International Paper",2014,"InternationalPaper_2014","Private company","MNE","Other","Other","United States of America","Northern America","No","english"
"7074","International Paper do Brasil",2014,"InternationalPaperdoBrasil_2014","Subsidiary","Large","Forest and Paper Products","Renewable Resources & Alternative Energy","Brazil","Latin America & the Caribbean","No","non-english"
"7075","International Union for the Conservation of Nature (IUCN)",2014,"InternationalUnionfortheConservationofNature(IUCN)_2014","Non-profit organization","Large","Other","Other","Switzerland","Europe",NA,"english"
"7076","Interoil",2014,"Interoil_2014","Private company","MNE","Other","Other","Norway","Europe","No","english"
"7077","INTERPYME S.L.P.",2014,"INTERPYMES.L.P._2014","Private company","SME","Other","Other","Spain","Europe","No","non-english"
"7078","Intertek Group plc",2014,"IntertekGroupplc_2014","Private company","MNE","Other","Other","United Kingdom of Great Britain and Northern Ireland","Europe","No","english"
"7079","Invap",2014,"Invap_2014","State-owned company","Large","Equipment","Resource Transformation","Argentina","Latin America & the Caribbean","No","non-english"
"7080","Inventec",2014,"Inventec_2014","Private company","MNE","Computers","Technology and Communications","Taiwan","Asia","No","non-english"
"7081","Inventec Besta (Besta)",2014,"InventecBesta(Besta)_2014","Private company","MNE","Technology Hardware","Technology and Communications","Taiwan","Asia","No","non-english"
"7082","Investissement Quebec",2014,"InvestissementQuebec_2014","Public institution","SME","Financial Services","Financials","Canada","Northern America","No","non-english"
"7083","IRIS Group",2014,"IRISGroup_2014","Private company","Large","Commercial Services","Financials","Belgium","Europe",NA,"non-english"
"7084","IRT",2014,"IRT_2014","Private company","SME","Other","Other","Australia","Oceania",NA,"english"
"7085","Isa Corporativo",2014,"IsaCorporativo_2014","Private company","Large","Media","Technology and Communications","Mexico","Latin America & the Caribbean","No","non-english"
"7086","Iseki",2014,"Iseki_2014","Private company","Large","Equipment","Resource Transformation","Japan","Asia",NA,"english"
"7087","Isracard",2014,"Isracard_2014","Private company","Large","Financial Services","Financials","Israel","Asia","No","non-english"
"7088","Israel Direct Insurance",2014,"IsraelDirectInsurance_2014","Private company","Large","Other","Other","Israel","Asia","No","non-english"
"7089","Itaipu Binacional",2014,"ItaipuBinacional_2014","State-owned company","Large","Energy","Extractives and Minerals Processing","Brazil","Latin America & the Caribbean","No","english"
"7090","ITAIPU lado paraguayo",2014,"ITAIPUladoparaguayo_2014","State-owned company","Large","Energy","Extractives and Minerals Processing","Paraguay","Latin America & the Caribbean","No","non-english"
"7091","Italtile",2014,"Italtile_2014","Private company","MNE","Retailers","Consumer Goods","South Africa","Africa","No","english"
"7092","Itaúsa",2014,"Itaúsa_2014","Private company","Large","Conglomerates","Conglomerates","Brazil","Latin America & the Caribbean","No","english"
"7093","Itautec",2014,"Itautec_2014","Private company","Large","Technology Hardware","Technology and Communications","Brazil","Latin America & the Caribbean",NA,"non-english"
"7094","ITC Ltd.",2014,"ITCLtd._2014","Private company","Large","Conglomerates","Conglomerates","India","Asia","No","non-english"
"7095","Itella",2014,"Itella_2014","State-owned company","Large","Logistics","Transportation","Finland","Europe","No","english"
"7096","Itoham",2014,"Itoham_2014","Private company","Large","Food and Beverage Products","Food and Beverage","Japan","Asia",NA,"non-english"
"7097","J. Safra Sarasin Holding",2014,"J.SafraSarasinHolding_2014","Private company","Large","Financial Services","Financials","Switzerland","Europe","No","english"
"7098","J+J Flooring Group",2014,"J+JFlooringGroup_2014","Private company","SME","Commercial Services","Financials","United States of America","Northern America","No","english"
"7099","Jacobs Engineering Group",2014,"JacobsEngineeringGroup_2014","Private company","MNE","Commercial Services","Financials","United States of America","Northern America","No","english"
"7100","James Fisher and Sons plc",2014,"JamesFisherandSonsplc_2014","State-owned company","Large","Other","Other","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"english"
"7101","Janssen Pharmaceutica",2014,"JanssenPharmaceutica_2014","Private company","MNE","Healthcare Products","Healthcare","Belgium","Europe","No","non-english"
"7102","Japan Airlines",2014,"JapanAirlines_2014","Private company","Large","Aviation","Transportation","Japan","Asia",NA,"english"
"7103","Japex",2014,"Japex_2014","Private company","Large","Energy","Extractives and Minerals Processing","Japan","Asia","No","english"
"7104","JCPenney",2014,"JCPenney_2014","Private company","Large","Retailers","Consumer Goods","United States of America","Northern America","No","english"
"7105","JD Sports",2014,"JDSports_2014","Private company","Large","Retailers","Consumer Goods","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"english"
"7106","Jebsen Group",2014,"JebsenGroup_2014","Private company","MNE","Automotive","Transportation","Mainland China","Asia","No","non-english"
"7107","JFE Holdings",2014,"JFEHoldings_2014","Private company","MNE","Conglomerates","Conglomerates","Japan","Asia","No","english"
"7108","Jiangling Motors",2014,"JianglingMotors_2014","Private company","Large","Automotive","Transportation","Mainland China","Asia",NA,"non-english"
"7109","Jiangsu Expressway Co., Ltd.",2014,"JiangsuExpresswayCo.,Ltd._2014","State-owned company","Large","Other","Other","Mainland China","Asia",NA,"non-english"
"7110","Jiangsu Future Land",2014,"JiangsuFutureLand_2014","Private company","Large","Real Estate","Infrastructure","Mainland China","Asia","No","non-english"
